,,,,,,,,,96.77,53.84,,,,,,,,,,,
,,,,,,,,,70.57,65.2,,,,,,,,,,,
Number of fruit,10,,11,,11,,8,,16,,,11.2,,,,,,,,,
Number of marketable fruit (weight >=60g),10,,11,,11,,8,,15,,,11,,,,,,,,,
Average fruit weight,118.42,,103.7563636,,101.6654545,,93.04125,,93.008125,,,101.9782386,,,,,,,,,
Average marketable fruit weight,118.42,,103.7563636,,101.6654545,,93.04125,,95.61933333,,,102.5004803,,,,,,,,,
sd,15.86652311,,27.42788846,,16.62819495,,14.59865007,,24.02089208,,,19.70842973,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,,Plant 2,,,Plant 3,,,Plant 4,,,Plant 5,,,,,,,,
I-3-2,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,,,,,,
,108.3,99.96,66.92,162.81,91.15,59.89,92.11,78.86,83.87,90.89,81.02,77.57,101.89,106.66,72.72,,,,,,
,122.27,83.7,69.35,126.86,80.99,79.6,98.3,89.7,76.02,91.86,81.06,48.39,90.75,91.51,67.06,,,,,,
,87.38,78.1,61.77,124.44,88.17,49.92,102.26,89.72,76.07,91.07,82.15,65.37,89.58,84.78,55.98,,,,,,
,75.63,77.38,54.88,157.92,70.13,52.84,80.22,100.29,53.75,79.39,73.65,62.72,86.51,85.2,,,,,,,
,68.39,74.47,53.2,122.04,61.17,,142.26,78.74,99.42,78.59,76.22,61.89,66.57,62.94,,,,,,,
,,65.28,41.19,,,,,77.32,,68.91,,,45.17,71.36,,,,,,,
,,,,,,,,,,,,,64.01,,,,,,,,
Number of fruit,17,,,14,,,16,,,16,,,16,,,15.8,,,,,
Number of marketable fruit (weight >=60g),14,,,11,,,15,,,15,,,14,,,13.8,,,,,
Average fruit weight,75.77470588,,,94.85214286,,,88.681875,,,75.671875,,,77.668125,,,82.52974475,,,,,
Average marketable fruit weight,81.35,,,105.9345455,,,91.01066667,,,77.49066667,,,81.53857143,,,87.46489004,,,,,
sd,20.3633111,,,37.69312591,,,18.92122202,,,11.87300592,,,17.02406619,,,21.17494623,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,,,Plant 2,,,,Plant 3,,,,Plant 4,,,,Plant 5,,,,
I-3-3,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,
,95.71,80.68,81.77,68.02,103.65,75.15,73.68,80.48,105.95,120.34,87.37,77.17,67.68,83.29,67.37,60.04,114.94,62.44,88.54,71.06,
,92.52,84.58,66.11,56.47,111.59,82.52,108.58,81.27,103.74,88.17,87.22,87.81,84.43,79.42,79.36,64.47,107.58,92.22,95.15,71.03,
,92.98,82.25,57.25,68.24,107.2,69.34,74.55,82.62,103.22,127.46,88.41,92.66,69.15,70.71,76.94,69.54,65.35,86.11,87.24,69.35,
,94.83,,75.86,71.67,85.02,60.25,69.23,65.28,107.34,98.83,66.78,68.6,77.67,82.05,88.02,42.75,79.38,91.88,68.44,87.11,
,78.34,,,71.38,82.73,46.99,62.65,81.93,91.01,97.94,69.49,66.3,71.33,60.19,,65.08,58.55,59.78,49.5,,
,74.31,,,,,58.2,59.57,66.74,70.11,79.54,55.38,55.8,71.46,,,55.68,,,55.18,,
,,,,,,,,,,,,,68.25,,,,,,,,
Number of fruit,18,,,,23,,,,24,,,,22,,,,20,,,,21.4
Number of marketable fruit (weight >=60g),16,,,,20,,,,22,,,,20,,,,16,,,,18.8
Average fruit weight,77.38722222,,,,77.79217391,,,,87.36,,,,70.67636364,,,,78.0415,,,,78.25145195
Average marketable fruit weight,79.953125,,,,81.223,,,,90.24818182,,,,72.8225,,,,83.61375,,,,81.57211136
sd,11.98198933,,,,17.11180054,,,,18.95859677,,,,10.57084154,,,,17.74675457,,,,15.27399655
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,Plant 2,,Plant 3,,Plant 4,,Plant 5,,,,,,,,,,,,
I-4-1,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,,,,,,,,,,,
,124.63,112.72,146.55,105.83,128.82,119.83,91.96,112.7,121.74,121.87,,,,,,,,,,,
,109.62,102.65,144.65,113.59,132,124.37,108.76,90.66,137.76,117.37,,,,,,,,,,,
,97.75,103.53,115.57,99.44,115.57,110.13,99.9,90.94,140.68,117.8,,,,,,,,,,,
,70.95,82.7,117.99,101.92,104.44,108.78,99.18,61.34,127.48,110.64,,,,,,,,,,,
,76.85,83.54,97.39,90.84,102.03,104.55,52.35,72.49,116.77,129.35,,,,,,,,,,,
,,,104.63,92.21,88.67,87.97,86.11,78.79,128.05,,,,,,,,,,,,
,,,90.83,113.6,90.16,95.07,75.71,,92.54,,,,,,,,,,,,
Number of fruit,10,,14,,14,,13,,12,,12.6,,,,,,,,,,
Number of marketable fruit (weight >=60g),10,,14,,14,,12,,12,,12.4,,,,,,,,,,
Average fruit weight,96.494,,109.6457143,,108.0278571,,86.22230769,,121.8375,,104.4454758,,,,,,,,,,
Average marketable fruit weight,96.494,,109.6457143,,108.0278571,,89.045,,121.8375,,105.0100143,,,,,,,,,,
sd,17.36104144,,17.73435897,,14.67691761,,17.7004398,,12.72475763,,16.03950309,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,,Plant 2,,,Plant 3,,,Plant 4,,,Plant 5,,,,,,,,
I-4-2,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,,,,,,
,105.05,85.54,43.92,105.11,85.42,90.79,109.7,89.86,82.59,84.59,82.8,86.68,77.87,65.26,83.97,,,,,,
,109.97,106.48,40.09,92.21,91.4,79.29,124.02,102.52,75.84,75.74,90.75,73.34,78.37,106.35,75.98,,,,,,
,105,94.92,58.58,74.07,86.87,72.77,65.71,96.76,60.78,78.33,79.4,83.11,148.2,52.89,69.88,,,,,,
,87.98,93.87,21.18,107.73,84.71,66.14,55.96,89.51,79.13,75.25,71.58,85.79,84.2,58.02,65.45,,,,,,
,93.73,83.67,,49.04,81.15,,89.07,,,75.83,52.47,68.35,,,61.81,,,,,,
,,72.17,,,,,,,,69.35,55.22,,,,,,,,,,
,,79.89,,,,,,,,,,,,,,,,,,,
Number of fruit,16,,,14,,,13,,,17,,,13,,,14.6,,,,,
Number of marketable fruit (weight >=60g),12,,,13,,,12,,,15,,,11,,,12.6,,,,,
Average fruit weight,80.1275,,,83.33571429,,,86.26538462,,,75.79882353,,,79.09615385,,,80.92471526,,,,,
Average marketable fruit weight,93.18916667,,,85.97384615,,,88.79083333,,,78.726,,,83.39454545,,,86.01487832,,,,,
sd,26.37862152,,,15.13477489,,,19.45895707,,,10.39782242,,,24.95334064,,,19.26470331,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,,,Plant 2,,,,Plant 3,,,,Plant 4,,,,Plant 5,,,,
I-4-3,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,
,96.5,86.86,74.95,72.59,120.19,103.85,85.77,66.62,122.95,106.51,68.45,85.88,51.84,86.71,55.9,60.93,81.65,82.04,50.37,65.03,
,81.46,94.16,67.45,63.68,114.8,100.13,87.91,74.71,110.64,109.03,75.29,82.87,101.88,85.05,51.67,55.83,79.4,58.07,54.4,61.29,
,94.79,82.11,88.65,75.66,87.35,89.22,77.53,64.38,55.95,95.3,89.76,90.05,59.86,96.94,48.39,,73.06,48.04,53.36,62.06,
,90.97,68.26,75.84,70.53,87.35,95.43,119.34,47.03,57.42,83.32,84.8,94.43,60.66,76.14,,,70.37,59.36,63.4,60.44,
,55.05,90.93,41.33,68.11,70.71,76.37,49.33,,,87.37,,57.93,87.4,67.32,,,69.87,68.7,69.6,67.85,
,59.33,75.68,49.95,55.59,71.85,66.19,,,,82.75,,,59.58,71.47,,,55.64,49.97,52.7,,
,,,70.42,,72.56,65.63,,,,,,,65.89,,,,,,,,
,,,69.85,,46.59,,,,,,,,72.27,,,,,,,,
,,,52.1,,,,,,,,,,,,,,,,,,
,,,48.97,,,,,,,,,,,,,,,,,,
Number of fruit,28,,,,24,,,,19,,,,19,,,,23,,,,22.6
Number of marketable fruit (weight >=60g),21,,,,21,,,,16,,,,12,,,,14,,,,16.8
Average fruit weight,72.20607143,,,,80.86833333,,,,86.35263158,,,,69.24894737,,,,63.33347826,,,,74.40189239
Average marketable fruit weight,79.02142857,,,,85.61380952,,,,91.8375,,,,77.72166667,,,,69.62571429,,,,80.76402381
sd,15.23505056,,,,20.93085525,,,,18.36441149,,,,15.8503715,,,,10.02606041,,,,16.08134984
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,Plant 2,,Plant 3,,Plant 4,,Plant 5,,,,,,,,,,,,
II-1-1,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,,,,,,,,,,,
,116.37,64.45,113.4,110.24,119.77,82.45,105.61,123.58,102.76,96.59,,,,,,,,,,,
,110.71,90.11,104.2,108.18,92.8,83.25,106.04,125.83,106.65,81.64,,,,,,,,,,,
,102.45,75.97,115.7,89.72,121.62,63.81,98.29,125.3,67.72,87.43,,,,,,,,,,,
,78.51,78.53,87.36,93.12,87.3,67.62,96.74,117.9,89.95,90.8,,,,,,,,,,,
,69.84,50.27,77.61,100.81,85.44,93.51,83.72,125.82,88.31,75.3,,,,,,,,,,,
,66.13,59.09,,97.01,94.76,98.14,79.35,,90.41,,,,,,,,,,,,
,,,,77.44,58.97,84.76,,,70.93,,,,,,,,,,,,
Number of fruit,12,,12,,14,,11,,12,,12.2,,,,,,,,,,
Number of marketable fruit (weight >=60g),10,,12,,13,,11,,12,,11.6,,,,,,,,,,
Average fruit weight,80.2025,,97.89916667,,88.15714286,,108.0163636,,87.37416667,,92.32986797,,,,,,,,,,
Average marketable fruit weight,85.307,,97.89916667,,90.40230769,,108.0163636,,87.37416667,,93.79980093,,,,,,,,,,
sd,20.78183522,,13.12576333,,18.09240488,,17.0776493,,11.8974508,,16.1950207,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,,Plant 2,,,Plant 3,,,Plant 4,,,Plant 5,,,,,,,,
II-1-2,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,,,,,,
,105.17,77.8,85.8,102.79,89.84,87.97,108.61,75.6,91.39,,,,,,,,,,,,
,85.57,93.9,92.48,99.87,107.49,92.63,109,73.23,83.29,,,,,,,,,,,,
,93.55,82.96,82,102.49,105.01,69.03,83.73,65.43,71.42,,,,,,,,,,,,
,94.15,94.47,,95.64,97.54,,91.51,56.83,68.54,,,,,,,,,,,,
,79.28,82.25,,83.02,81.03,,68.56,,87.23,,,,,,,,,,,,
,,,,79.72,,,74.65,,,,,,,,,,,,,,
Number of fruit,13,,,14,,,15,,,14,,,,,,,,,,,
Number of marketable fruit (weight >=60g),13,,,14,,,14,,,13.66666667,,,,,,,,,,,
Average fruit weight,88.41384615,,,92.43357143,,,80.60133333,,,87.14958364,,,,,,,,,,,
Average marketable fruit weight,88.41384615,,,92.43357143,,,82.29928571,,,87.71556777,,,,,,,,,,,
sd,7.869964568,,,11.23050352,,,15.05252939,,,11.38433249,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,,,Plant 2,,,,Plant 3,,,,Plant 4,,,,Plant 5,,,,
II-1-3,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,
,99.77,90.18,74.43,94.66,,,,,104.46,95.6,88.12,84.79,97.17,86.58,97.79,85.4,122.46,92.31,93.16,85.83,
,98.67,85.95,76.68,91.51,,,,,96.6,94.13,76.04,58.23,96.71,89.73,95.25,81.09,109.96,82.87,91.2,87.34,
,92.22,88.66,80.28,80.98,,,,,86.47,83.88,84.29,75.59,94.13,87.72,80.16,82.06,94.36,83.72,83.16,85.52,
,87.73,85.13,76.04,76.75,,,,,91.66,84.56,80.14,71.62,82.27,70.37,82.13,54.02,85.58,87.72,72.39,69.91,
,78.27,62.24,,43.86,,,,,76.55,46.07,76.75,73.81,72.58,62.28,76.04,,79.56,62.65,66.52,49.84,
,73.81,,,,,,,,,,,,79.21,52.93,,,78.22,,,,
Number of fruit,20,,,,,,,,20,,,,21,,,,21,,,,20.5
Number of marketable fruit (weight >=60g),19,,,,,,,,18,,,,19,,,,20,,,,19
Average fruit weight,81.891,,,,,,,,81.468,,,,81.22,,,,84.01333333,,,,82.14808333
Average marketable fruit weight,83.89263158,,,,,,,,84.72555556,,,,84.14052632,,,,85.722,,,,84.62017836
sd,12.97139562,,,,,,,,13.34964561,,,,13.07516271,,,,15.51636566,,,,13.7281424
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,Plant 2,,Plant 3,,Plant 4,,Plant 5,,,,,,,,,,,,
II-2-1,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,,,,,,,,,,,
,107.07,76.01,110.76,94.75,103.11,90.02,109,76.86,99.79,65.22,,,,,,,,,,,
,111.6,85.27,96.89,89.02,99.14,94.29,182,86.48,101.36,61.17,,,,,,,,,,,
,88.4,76.2,95.96,75.61,69.52,92.61,92.93,86.8,86.02,60.65,,,,,,,,,,,
,72.6,68.73,95.24,65.22,92.76,100.2,90.05,77.29,94.96,69.65,,,,,,,,,,,
,58.16,81.42,82.4,62.64,89.6,,76.65,77.06,68.33,62.28,,,,,,,,,,,
,,62.25,81.96,95.47,90.3,,88.85,,,57.3,,,,,,,,,,,
,,76.92,,,,,,,,45.96,,,,,,,,,,,
Number of fruit,12,,12,,10,,11,,12,,11.4,,,,,,,,,,
Number of marketable fruit (weight >=60g),11,,12,,10,,11,,10,,10.8,,,,,,,,,,
Average fruit weight,80.38583333,,87.16,,92.155,,94.90636364,,72.72416667,,85.46627273,,,,,,,,,,
Average marketable fruit weight,82.40636364,,87.16,,92.155,,94.90636364,,76.943,,86.71414545,,,,,,,,,,
sd,16.07814805,,14.11052863,,9.222713809,,30.45096658,,18.21947981,,17.61636738,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,,Plant 2,,,Plant 3,,,Plant 4,,,Plant 5,,,,,,,,
II-2-2,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,,,,,,
,111.07,93.21,84.34,108.63,99.9,105.08,109.84,76.14,84.35,107.93,90.47,84.35,107.78,118.37,111.05,,,,,,
,102.2,80.06,74.18,113.7,104.27,107.93,105.97,81.09,79.43,104.83,86.29,79.43,120.7,96.27,98.6,,,,,,
,114.83,81.29,72.62,157.08,99.3,77.97,110.46,89.93,74.3,95.63,96.32,74.3,119.23,104.76,110.88,,,,,,
,89.16,79.3,77.19,96.72,91.23,77.26,103.44,76.38,57.48,84.26,89.93,57.48,124.69,101.57,88.86,,,,,,
,93.13,82.96,65.67,96.99,99.78,,83.56,78.43,,93.43,76.38,,108.95,79.33,99.86,,,,,,
,71.58,73.84,,82.82,87.39,,87.34,74.05,,80.53,78.43,,84.64,,,,,,,,
,,,,,,,,,,,74.05,,,,,,,,,,
Number of fruit,17,,,16,,,16,,,17,,,16,,,16.4,,,,,
Number of marketable fruit (weight >=60g),17,,,16,,,15,,,16,,,16,,,16,,,,,
Average fruit weight,85.09588235,,,100.378125,,,85.761875,,,85.53176471,,,104.72125,,,92.29777941,,,,,
Average marketable fruit weight,85.09588235,,,100.378125,,,87.64733333,,,87.285,,,104.72125,,,93.02551814,,,,,
sd,13.92130295,,,18.58099862,,,14.83694902,,,12.35791459,,,13.16078411,,,14.57158986,,,,,
,,,,,,,,,,,,,,,,,,,,,
